carID,price
45350,24775
74612,13500
46961,10998
58440,14900
46847,6500
14323,31980
8453,35750
63105,10998
53807,13491
2185,21750
70190,15219
12656,31825
2356,14050
20444,7999
51090,7995
6145,13498
17822,10300
61455,8471
18678,17995
1070,33236
55845,8500
38314,21500
14663,12800
66717,51950
30218,12000
24847,9995
6480,36995
16141,15500
60994,6495
52830,12450
58254,13995
40541,25499
65541,16490
38595,26599
28313,11500
7648,13899
33585,11250
65731,18312
66824,20180
14513,10990
19396,9900
68288,26490
21356,15991
57740,13295
54162,15000
49079,11480
38937,3490
7637,28993
61001,19980
10610,21211
70055,29999
12395,12299
55440,10998
51194,7295
45596,18999
48297,9195
65782,10500
61985,9998
70473,11995
55582,13810
60746,11400
52014,20066
20596,13495
71250,9580
55724,21250
25987,17500
26692,8498
61929,17911
29364,9000
40746,57599
73880,10698
19698,8298
71921,26990
43565,24999
19511,14000
64404,9188
31253,8540
48195,15299
32973,15498
9089,34985
41516,26999
56587,2895
10455,21832
15113,7250
8767,22995
6703,6990
4871,17995
57101,14199
23203,19741
39555,17462
50966,11400
16349,14950
15818,31991
43299,30980
63077,7998
63909,16499
3977,11290
9992,21498
40397,12400
51354,13965
23194,17700
49299,5000
58061,11698
7901,12290
72757,8995
73844,11498
15305,12391
44598,16990
24688,12700
24860,7000
18314,16998
44248,7395
29501,8600
58962,14640
61162,17495
38758,21998
60623,16295
39952,29998
18715,14990
6059,25990
55234,32993
29493,18600
29492,15470
53780,5700
51091,14995
44082,17799
75648,17999
69886,39995
33353,8855
15068,8990
19931,13999
21548,13495
49962,12500
15555,11499
38110,25799
52904,8498
60357,9990
1599,9999
34374,14550
69742,10495
16490,11399
43723,30919
44105,19549
7678,21000
28111,6925
65176,5790
3336,13750
37281,25480
55866,8417
9818,29998
46548,58700
34245,10790
55948,12600
52236,9436
55753,6290
5110,12995
12092,32450
74755,15325
8567,19082
12744,48155
67875,8995
33873,9633
19830,11500
10039,8995
30623,28939
17841,18990
49338,9990
45692,19000
21834,6850
26776,16000
3897,16990
1684,27990
66332,14298
54195,5995
67467,18899
9999,11930
5147,38500
45282,16300
67772,17194
61333,9395
52713,6100
69554,2300
70439,12300
2198,41495
37203,30995
23579,8800
16757,10170
13155,28995
34217,9998
37830,11990
27539,12290
45320,21500
71570,7640
21885,10890
2827,11699
4932,18979
35846,25899
33321,7500
4279,25000
25673,9627
60344,17995
26109,19500
11313,12250
53859,10995
39783,21995
25038,14280
6075,9999
22675,10190
6729,26990
24088,8290
63573,7490
70591,31214
54566,11850
4011,29950
12824,12995
61896,12955
70166,10500
72958,17991
6638,10799
54010,16990
44815,17822
70334,12000
20856,9700
5276,51990
62427,14590
31187,10997
23465,9450
6604,24495
16908,20795
48272,9500
24827,14500
75171,27998
45483,18211
15813,8190
18380,20000
51012,13995
74992,22490
62581,11533
30547,10999
42771,20495
49139,7990
28238,16698
3386,12500
27634,10495
29238,18900
3589,24000
66894,11489
55306,7549
1776,20595
45409,39890
22334,16780
57037,9995
5710,8299
50827,9850
18008,13998
48988,6892
395,11762
1601,28895
67020,9999
70886,21498
68099,20995
2501,28445
19325,12950
62686,6199
47826,5890
50972,7490
23857,11995
38519,14371
48101,9280
51482,8795
60861,13498
36463,25980
56304,9298
36641,24495
75306,9495
39186,15481
950,23950
23845,13919
15383,3350
42623,49499
7028,19995
6209,38990
11562,49980
15428,10500
61963,12471
59720,10995
33310,14998
70716,21700
66670,10400
73644,11000
36216,16592
6537,9020
24994,14960
37325,57799
1331,23444
26090,9999
70278,41989
34316,9498
74059,14990
30151,17999
24669,16000
19824,21995
28431,18960
20504,16991
9137,11995
49346,16190
71393,16750
69975,9742
13751,16490
13920,13998
47118,17998
51079,29450
39507,46950
63839,12200
56067,10500
44371,19498
49631,9795
61513,7299
29921,6980
67440,18599
1150,17999
59895,12995
55075,9650
19657,20500
75459,27990
29380,4799
9682,15642
20618,7990
3303,7150
3697,16950
56284,9450
19154,6401
31612,16495
65997,8150
62166,13995
32031,23991
4771,12990
45411,20480
41979,9450
25205,19600
18563,16000
19799,8491
12725,18980
4444,12255
40804,32490
69824,10350
33694,14985
19628,16899
1897,18200
22405,8400
18184,15800
30699,14990
35392,20998
30531,15999
75578,25000
41422,20980
37790,15490
1034,21496
24497,26490
46651,22900
25559,24799
73263,9602
38161,18610
65242,11000
39877,15349
39153,14307
57279,14499
35832,19499
4699,21450
59492,8989
70688,23491
5239,17581
22987,13930
36653,24400
9744,20950
21727,13000
45161,32305
40593,40991
57544,6490
44306,16499
39602,19480
48435,10495
63515,5990
50011,11350
42143,30298
11169,17000
56103,7649
41661,24992
68000,26000
599,20550
4127,18950
72914,17000
47670,10999
68694,13925
64601,17999
23159,19950
15739,16499
4013,17000
15216,10499
44513,23495
8495,22110
60658,12298
351,32888
62096,12498
9858,51990
13771,20990
39643,21900
36696,21972
74860,17950
60793,8180
71824,23750
24952,15771
53048,10950
70040,18495
29737,17999
60599,10495
34943,18349
47414,11995
13264,23685
30110,23996
53832,6890
60534,10998
28287,11995
13781,28995
41202,36995
70996,32850
44474,14995
8147,18875
36867,20990
29202,7995
39762,57950
10533,19290
68225,11000
55850,9591
57823,8999
46008,13100
61974,5699
21354,20700
70941,10492
66327,13100
14924,14500
23760,16999
54201,13491
60441,12495
17457,8250
73425,10490
33485,9494
55673,11490
46766,16980
17024,18491
71240,22990
39177,12490
60628,9798
21321,9995
54353,21995
20924,6998
68697,11298
6586,31950
42438,27998
22361,34000
39241,18991
27872,11000
75011,17120
66805,8999
20080,7495
39287,30899
49159,14990
39415,53699
23035,17520
31022,13499
30365,17600
15300,9995
70323,25495
48864,14995
37811,28199
20564,13400
39318,36791
67346,10450
51033,12995
66002,14791
67327,24495
60555,7495
9061,36850
70940,15991
63263,9495
43076,54890
50673,8195
15695,6995
56368,13199
7317,13950
70551,23490
62522,7295
23588,15591
49619,14555
73092,10730
71102,24850
44340,23509
69820,9495
62149,12495
23805,8750
17951,14510
16993,9980
4710,109990
73523,8000
23300,6599
48106,9495
70294,10399
63280,14495
32436,14998
5598,29490
75928,17498
15511,18890
43905,16198
17758,17200
54404,16995
62627,9985
59636,7799
4865,26700
39265,29999
22830,13800
10442,15500
34562,8495
52513,6490
60257,7500
11894,56980
68008,22175
51039,6995
1641,26500
10183,16440
21353,11600
61506,6395
65060,10250
46538,16699
37847,22850
67218,19250
14198,29770
64232,10498
38211,29450
59873,7495
52125,27999
43954,24791
42084,14990
59726,9995
37941,30500
54676,8998
3584,25800
29426,13500
34314,6630
26836,8498
35843,18899
13201,13991
32161,8991
50690,8500
23717,10200
54643,10750
67517,35990
49002,13995
54813,16500
43084,21998
54638,19723
55945,10191
24747,16899
58214,5699
74157,25985
69471,8999
7288,38990
15357,11890
52171,26995
38847,18990
75782,4611
65166,13895
55003,14990
4700,15900
3331,21172
57032,12298
47382,6995
73436,19495
66087,15465
69037,25995
14811,61854
62961,15180
41137,44987
36370,30950
72503,12399
23757,19199
10373,18998
71163,23995
65544,5995
16242,7991
69504,23495
23062,19399
42737,26356
62159,5000
4729,19000
19207,19090
59989,9703
71506,19295
37065,33998
64511,8800
2834,42970
5968,16000
23232,20450
35847,16990
59993,14689
26654,18990
20519,15440
42652,16495
40087,28945
20148,10499
65949,9310
24403,16840
70004,18490
48738,10695
46252,22480
35167,35049
43341,21133
11547,11000
75172,9449
58461,6028
23936,45250
644,15699
55393,8992
70690,10898
37335,25999
40421,16890
49066,13980
35408,18896
65783,12495
42482,31991
32950,15395
4262,13795
73097,11995
42513,13999
51544,24695
22473,7096
57911,7999
3318,19990
21968,7960
22724,18000
45614,13799
23402,9160
48262,16990
12312,20990
29514,15000
10650,9200
15074,15497
38688,20998
57238,12295
63414,9450
63259,10995
59437,16590
9839,41990
4224,16400
13314,12450
59709,11999
9215,32790
32661,12495
35352,19743
29897,12250
2015,23240
47320,20995
17412,10990
63200,9999
32453,7500
74655,12300
39383,35980
62901,7390
18711,18290
30323,6826
60141,6195
21412,13500
56167,15299
18402,9900
20717,9640
31916,22500
60971,7998
11243,22993
28444,18999
8006,37540
12937,21712
59482,12955
56892,12600
34680,15995
37867,12498
37039,27995
63356,10590
17919,8600
12584,23990
48299,17995
60735,9343
60956,8695
5489,31990
24283,16400
1202,32990
67593,14995
37528,21895
14899,33991
60767,8895
59152,7999
1431,45995
55469,9000
13963,21290
5997,21650
2688,31290
13144,32250
7230,17300
69840,13698
22630,9495
18393,5889
14337,45640
64080,14499
75813,9990
57621,10881
37262,18391
45599,20500
15121,16720
66649,35990
18332,18200
29188,12900
67300,10495
58209,10750
48977,26695
26840,17725
26143,4500
20021,10180
6889,24490
71502,22990
19289,11375
35971,25599
73794,14578
9049,19998
53071,10750
7504,12295
14388,22500
73226,42162
58302,11600
13860,20980
49398,7995
26097,11110
39325,26625
29887,11998
17694,6495
47979,21999
17667,15900
34798,5631
10581,25590
51557,11850
25879,13850
73493,10500
59269,8200
43056,25750
41639,31980
71730,14998
13082,9899
37055,23549
7158,26850
5804,13500
6415,19100
54567,2795
72703,10800
34014,7995
20816,12999
41628,24999
49647,14295
4921,19656
28739,7099
22489,8299
30971,7998
45669,5995
7651,16700
13530,30990
48452,13990
29149,10498
41837,16700
62434,13894
63214,8250
24792,7030
6642,11490
62757,14399
29684,9950
39792,25890
25619,17798
12629,13950
74682,30916
70198,11995
68159,10990
12007,8790
37765,38000
12507,79991
10755,17630
73534,18995
59764,10298
5385,36950
19359,12120
49881,8391
37885,23089
41406,19995
70353,9498
8120,27480
42823,20352
19968,13990
63680,14995
26387,6991
64507,10495
47170,20990
34822,24600
57171,9647
19176,8500
14117,19785
64312,5398
6587,17490
11972,31000
8788,26990
36376,16499
67156,14990
133,20490
24646,18125
49253,9791
27302,12780
43645,27199
59652,15495
10346,18700
44727,30000
16031,13998
44702,4950
28159,19160
25201,7000
61221,18999
60398,9890
41896,14150
74560,19990
16838,9699
52208,8788
23251,10750
9092,24990
59885,12698
50286,24590
36208,23500
17083,18000
30472,5791
49483,10991
5525,26888
50209,5500
14262,34000
17305,8500
62567,10591
60757,8499
58080,6500
19844,10695
40515,13990
65607,1999
62487,10492
9717,26995
71889,8989
3921,34998
53972,11699
5550,49500
62411,10000
285,16995
37499,19024
64124,10498
19186,6299
38598,22706
4741,47000
41186,19895
33226,4499
58665,8500
70137,14995
70390,16747
65469,18058
71489,34495
33742,7995
60979,9698
13165,26998
69675,11450
34427,9210
2833,26430
162,29999
58476,4950
37122,31980
11277,12495
36066,25490
32255,31441
62819,10995
1645,7475
14289,32000
30620,9400
4990,21000
30056,18299
64125,6160
10133,19300
34031,13998
23332,6250
61704,15760
32720,5450
10401,9000
42499,19899
13938,22480
50223,12498
47432,24999
70129,7999
20485,16040
30857,11990
11098,21798
29086,16000
50834,12998
44231,18890
30641,15600
28056,10000
47092,8995
45004,21699
49421,13995
61585,10000
53882,7250
51861,9291
42576,35562
21909,27700
56899,6700
17392,7995
34782,14998
52094,8495
44638,26249
17570,8780
45141,57995
29329,9292
31793,12790
2694,26890
65238,15990
51740,9595
28967,1200
43131,21000
49979,16950
16021,12495
9177,26496
55511,13800
3639,25000
70967,12491
44557,25599
40075,20490
74062,12379
46388,29199
49281,21290
36979,13977
54476,8771
19374,5995
62230,7991
56510,12990
51064,12995
57902,16780
55880,13359
10814,14900
448,18950
40275,20998
26231,7760
55418,11290
71923,11498
48597,21350
52827,9700
28784,9000
42264,53990
6779,12250
12223,26830
62405,8999
44882,16400
33988,16280
48481,16800
44968,20685
37112,23399
65464,15999
22646,7991
1576,24490
55696,11495
42654,21996
52413,8250
54954,10850
10036,17540
20823,11020
65935,19406
54198,17250
23078,18200
75179,10298
12633,21980
10371,21459
65021,11400
4318,20498
68660,9831
43262,15770
35524,15699
12155,42990
35603,15718
73650,23489
41953,19980
29931,11899
18590,13291
26511,7750
22640,15750
6474,36845
46947,8999
50328,22590
1761,12380
34101,6298
5677,18698
31892,18195
72554,9299
46239,9490
73578,17250
45819,11525
65360,10499
11330,13042
39139,17700
61115,9995
54753,5791
45635,24980
26150,13439
51139,49991
60925,11498
37797,33999
18801,14540
72868,17950
49953,12495
69575,13795
25005,11495
30354,17865
41390,8990
28781,14791
40432,30480
55605,6800
9227,22999
1183,23900
37076,30000
56375,12498
69711,9490
21453,7000
69099,17999
70458,21699
75492,16989
72693,18990
34471,12998
74976,7995
61982,11600
36557,19200
12696,17990
29443,5000
26398,10199
4157,7299
51384,8698
10115,27450
44009,15998
19149,12995
23591,12550
37481,17800
5686,10260
19650,15999
11850,27980
2557,17990
33333,11000
38517,19849
30861,7792
17942,16995
72623,24995
39472,9990
13387,22998
22795,16620
63642,13500
19051,6500
25422,1990
49667,20000
12704,19990
34422,16991
26085,9990
33955,4995
37301,28498
63633,13875
33316,11450
15484,19500
71863,17200
17401,8900
6287,16498
64654,6000
1521,28485
63849,11998
50564,28332
25588,5991
10785,11000
3765,20250
48382,1190
51888,13995
30343,10999
30727,18991
13450,16000
55489,21999
46765,11250
20675,1995
33448,18588
44614,25495
34135,36995
66967,11990
50031,12485
21311,19998
9169,14250
17761,11491
74787,12495
34088,13700
11587,23999
61225,6589
73915,25016
68624,17790
44209,16990
53945,7688
33175,7291
57487,10471
16453,15940
5867,21995
72822,11000
29641,23698
66212,23191
10319,16500
68186,15998
13397,19773
47556,8990
8978,21850
16340,8991
15164,7750
3093,29450
33131,14485
52748,9939
22524,9495
43414,14312
39908,45498
57454,7401
50361,13490
18425,10500
19589,3918
30442,20990
41022,25491
6806,15500
14072,29500
65093,4295
73983,13998
34483,6750
23348,15300
65693,29250
33403,14995
61230,15950
2814,13999
28597,11200
44073,24490
36727,16879
44456,25449
13821,14500
26579,14199
47797,17650
11667,7000
39291,24490
62070,6571
25443,33000
8700,16950
69205,9301
10835,11980
42844,24690
65661,10965
16070,9850
46067,19499
5354,26490
37904,30799
29344,12700
5937,20275
31933,9698
30457,11500
19632,16999
62333,4495
54499,8500
68229,17498
39939,27900
45937,29950
54117,11500
69390,19490
44115,25299
58580,6295
54083,19500
25741,10210
69431,37500
4800,19950
54239,10490
3998,29500
74472,22769
7235,37999
71167,13340
52417,11599
9032,19480
6500,27990
67887,18591
38126,25780
48108,18495
37153,15999
54870,19990
29637,10450
12371,13495
74221,8971
25352,8600
64520,13495
18315,8350
38289,24500
4441,19000
21325,12499
52516,10995
59912,10000
66313,7250
22240,18990
38578,50990
25613,9400
36735,16750
59931,12998
69261,8000
31344,13498
19935,13333
1123,29000
5328,24291
66919,10141
60485,15000
17911,11997
53435,11645
24872,20390
6284,19300
17612,10498
24002,11499
5617,24490
2011,15498
50445,29990
53073,15995
6294,12499
37976,19989
7052,12999
1600,21750
1642,23000
1827,45990
32847,11399
4401,16850
10993,46500
47246,7000
68118,7498
66054,9995
10550,15000
25885,25995
9659,15450
75024,11995
6437,19444
5611,15450
27712,12999
34899,29000
46594,22450
3689,22000
25142,16699
42113,29991
75033,9490
58572,10495
38757,17495
40400,10891
52503,11495
57804,5805
22893,6991
73705,11350
3163,23444
4608,20650
17523,9295
22027,14140
30064,7755
18481,10650
15474,16355
32527,9798
29789,9960
68626,15999
138,29900
63928,7798
17404,23499
27242,13995
57671,11000
39826,18481
52349,6990
6764,27190
49140,10490
55372,15991
3400,14722
42386,18099
68923,20891
39283,28945
74213,16862
68906,13999
35008,31650
72790,11399
66794,16490
66258,18690
37033,16732
3218,22225
25585,8125
736,11949
67067,15490
34153,9500
57489,16300
56505,7799
40458,27999
65313,9471
19922,16498
74379,8947
44504,31480
50502,19990
26815,14698
13445,8700
30758,19499
43753,48980
45376,39990
9891,23450
57990,6620
26032,9990
27834,7990
28531,9995
20694,14698
7459,19990
35943,15999
5791,10465
14306,15800
19569,15798
55320,7600
51243,8500
63235,7920
33979,18992
12314,13990
10085,11000
43052,49980
61206,10600
26780,13898
52338,20791
60238,6830
60323,8480
440,19400
8558,17980
47458,28320
75603,9500
19072,7397
19976,7590
46931,9995
47919,11977
50448,7795
4201,20950
31935,17750
42568,17599
30449,10500
19457,18910
61189,6299
21250,13799
46530,26490
59878,6670
68164,7888
62796,7199
55410,17995
72288,19190
15756,9450
19675,11498
62325,8630
31725,11697
29412,18992
33695,6950
1195,20000
29929,9298
56035,16500
12817,26972
28368,9351
29966,9995
74090,12295
40517,25500
41687,24680
36280,29980
15415,5995
4861,19499
46073,16499
17290,13970
66872,20998
73535,15999
41758,14980
4791,22750
28730,11650
4782,23000
48792,9995
70051,18990
35523,40980
43471,22950
55451,17995
11091,22305
35173,12490
29480,11495
68813,7495
60581,4090
40846,28082
57410,2485
54028,13900
29633,10699
42480,41399
44878,12750
72984,8995
46517,18199
64884,6988
60670,7200
62993,12998
6691,35945
62007,9495
23532,14498
46928,9495
63847,7699
4142,22690
6381,29990
56233,18000
40182,27810
50509,15990
66164,16490
32292,8498
45449,25102
51513,12990
26823,6891
54250,10515
57515,9265
66211,7995
43500,14298
31228,17490
21576,1995
9109,17495
32023,7497
9466,47480
3241,29995
43819,26140
67555,6998
42172,30181
65974,12995
54706,8998
24081,8750
9045,11690
488,36890
20043,10499
70828,5180
75160,12000
38865,19999
21138,20990
18082,10997
50603,16295
23847,5495
75769,8290
27244,7530
20947,8999
53187,7495
68779,18950
60511,14510
68182,13995
64054,14785
56145,12798
74658,9990
8032,17250
63177,9500
63284,9580
39588,25498
18167,18489
35324,24991
43322,26899
19688,9020
29387,7695
46352,19950
11372,9991
62480,9290
53250,3995
32001,13999
4003,27995
60085,6370
47909,12648
15214,12000
52285,9150
41650,28349
300,7200
61180,16494
1270,26000
5811,16200
23344,9495
9155,15381
2406,8990
48102,7995
56871,9990
1885,21488
38957,14990
13333,16498
4439,22450
5437,30299
44900,15090
2386,26990
17926,14497
64863,10000
5807,14220
43967,43082
25014,12380
51239,30480
73818,21990
28690,12999
12697,14490
66261,13980
10363,13441
48305,9490
38548,26799
44117,74319
58551,11998
70960,14500
51472,18490
39545,27999
286,21990
14342,10490
25386,6498
8734,26922
51511,9695
48704,12991
5162,25000
56321,14499
72182,12995
58217,10550
41057,21998
23995,11000
67171,17584
39968,11393
12749,31450
44465,20699
4354,14995
44120,33000
33270,33799
2952,18400
68637,14290
5849,34259
75083,17490
12855,19495
17897,22000
54549,9490
66599,15990
2741,37000
13057,16800
46782,15991
43607,18480
61698,7990
69964,28498
37632,25549
32325,9470
5675,14990
33613,18995
27745,11900
43376,16092
48866,10998
73312,4990
43979,21380
5300,27600
67072,29291
41519,59980
50152,11990
44072,14500
65281,9549
37051,11900
4957,17490
44788,13991
66186,5995
25249,8950
9278,12499
29458,9698
19141,13991
70399,21495
38281,40000
10289,24990
12040,29990
28626,9495
13356,22000
30587,10798
64084,9450
52272,9900
3893,13990
52689,21500
15196,7992
54145,7498
48811,10900
24020,9598
34962,22767
53681,7892
14329,16597
20217,16500
27410,8995
